id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
296,1,794.0289622847622,0,0,603,11.707,2.947,0.556,0.125,0.788,0.158,0.055
296,2,998.050710016351,0,0,620,12.028,2.963,0.535,0.011,0.792,0.153,0.055
296,3,1092.4926751470832,0,1,617,12.042,3.026,0.522,-0.041,0.797,0.154,0.049
296,4,1267.812180933854,0,1,629,11.974,3.016,0.502,-0.071,0.795,0.156,0.049
297,1,652.2638046175415,0,0,842,11.616,3.091,0.485,-0.094,0.395,0.381,0.223
297,2,906.2769099713478,0,0,852,11.779,3.109,0.484,-0.164,0.383,0.397,0.221
297,3,1102.1901988981083,0,1,834,11.814,3.098,0.5,-0.172,0.376,0.415,0.209
297,4,1235.888709445102,0,1,813,11.783,3.049,0.491,-0.161,0.368,0.412,0.22
298,1,1047.4984723495172,1,0,339,11.461,3.032,0.569,0.154,0.923,0.062,0.015
298,2,1233.355395021258,1,0,373,11.516,3.046,0.574,0.087,0.922,0.059,0.019
298,3,1144.7726571425,1,1,402,11.601,3.04,0.567,0.078,0.933,0.05,0.017
298,4,1341.7151492223627,1,1,386,11.435,2.969,0.565,0.049,0.93,0.052,0.018
299,1,846.8004100531629,0,0,484,11.393,2.961,0.5,0.055,0.649,0.281,0.07
299,2,1010.9509291977621,0,0,551,11.345,2.995,0.495,-0.042,0.642,0.283,0.074
299,3,958.1048689150018,0,1,567,11.314,2.984,0.503,-0.092,0.656,0.263,0.081
299,4,1254.737114953842,0,1,565,11.274,3.004,0.513,-0.077,0.655,0.264,0.081
300,1,869.8704360214231,1,0,755,11.449,3.04,0.506,-0.099,0.662,0.226,0.111
300,2,1086.7891821304515,1,0,883,11.341,2.999,0.525,-0.013,0.663,0.216,0.121
300,3,1056.938332562785,1,1,846,11.252,3.012,0.52,-0.035,0.664,0.212,0.124
300,4,1374.542496552915,1,1,926,11.347,2.985,0.509,-0.152,0.658,0.224,0.119
301,1,967.1581990602227,1,0,159,11.518,2.95,0.547,-0.067,0.786,0.138,0.075
301,2,842.2591320308409,1,0,171,11.38,3.023,0.538,-0.067,0.766,0.152,0.082
301,3,1059.4570532306009,1,1,175,11.424,3.057,0.537,-0.172,0.737,0.177,0.086
301,4,1198.5256341643924,1,1,181,11.576,2.961,0.564,-0.18,0.74,0.149,0.11
302,1,800.4706967226418,1,0,1143,11.976,2.945,0.484,-0.216,0.779,0.138,0.083
302,2,941.9185789686018,1,0,1133,11.886,2.94,0.496,-0.203,0.779,0.134,0.086
302,3,1132.7283582874977,1,1,1100,11.843,2.943,0.501,-0.184,0.777,0.141,0.082
302,4,1109.3448724517493,1,1,1077,11.74,2.949,0.502,-0.193,0.778,0.14,0.082
303,1,857.954506825162,1,0,194,11.566,2.985,0.526,0.142,0.758,0.186,0.057
303,2,936.4817202602472,1,0,180,11.633,2.928,0.5,0.134,0.772,0.172,0.056
303,3,1311.8540245566892,1,1,176,11.429,3.006,0.511,0.104,0.767,0.176,0.057
303,4,1590.5714416364478,1,1,223,11.215,3.018,0.538,0.078,0.78,0.17,0.049
304,1,975.4122864552714,1,0,447,10.955,2.94,0.55,0.29,0.879,0.065,0.056
304,2,1249.1132107689523,1,0,440,10.873,2.936,0.557,0.264,0.873,0.066,0.061
304,3,1450.880444359836,1,1,416,10.793,2.962,0.558,0.247,0.863,0.072,0.065
304,4,1434.022864027549,1,1,425,11.032,2.944,0.567,0.198,0.859,0.078,0.064
305,1,1063.267427426935,0,0,346,10.536,3.029,0.647,0.584,0.419,0.48,0.101
305,2,1291.773111738421,0,0,325,10.708,3.022,0.649,0.589,0.403,0.489,0.108
305,3,1393.3383132605989,0,1,417,11.103,3.031,0.631,0.397,0.432,0.463,0.106
305,4,1454.6953015328595,0,1,416,11.084,3.038,0.627,0.357,0.425,0.464,0.111
306,1,853.9310732882494,1,0,2282,11.434,3.033,0.538,0.043,0.942,0.053,0.005
306,2,1093.0587548261055,1,0,2213,11.474,3.007,0.537,0.033,0.937,0.056,0.007
306,3,1033.330562023705,1,1,2115,11.519,2.997,0.533,0.024,0.938,0.056,0.007
306,4,1085.1342016887454,1,1,2457,11.513,2.994,0.53,-0.036,0.938,0.055,0.007
307,1,676.8350728328239,1,0,272,11.25,2.919,0.522,0.174,0.846,0.151,0.004
307,2,1054.3272055869124,1,0,270,11.232,3.004,0.537,0.165,0.848,0.152,0
307,3,1106.4281066656397,1,1,262,11.159,3.034,0.534,0.156,0.859,0.137,0.004
307,4,1535.341963578283,1,1,277,11.448,3.029,0.513,-0.043,0.874,0.123,0.004
308,1,862.1065330392062,1,0,187,10.925,3.037,0.556,0.187,0.578,0.342,0.08
308,2,1049.497445259231,1,0,175,10.887,2.943,0.554,0.186,0.577,0.337,0.086
308,3,1172.0191890207793,1,1,174,10.8,2.874,0.569,0.225,0.563,0.351,0.086
308,4,1482.8528386446005,1,1,178,10.81,2.792,0.551,0.152,0.584,0.343,0.073
309,1,743.2027668790843,1,0,548,11.63,3.047,0.54,-0.02,0.571,0.297,0.131
309,2,1037.9893454381101,1,0,539,11.574,3.063,0.536,-0.036,0.577,0.291,0.132
309,3,1165.537506289707,1,1,541,11.459,3.018,0.54,-0.033,0.604,0.268,0.128
309,4,1136.105126872971,1,1,600,11.392,2.993,0.53,-0.075,0.595,0.272,0.133
310,1,894.0229940319932,0,0,1200,11.501,3.033,0.535,0.059,0.458,0.372,0.17
310,2,961.8064578735101,0,0,1149,11.513,3.024,0.537,0.047,0.461,0.373,0.165
310,3,1041.5948667372566,0,1,1265,11.576,3.043,0.53,-0.01,0.462,0.364,0.174
310,4,1143.983106012513,0,1,1226,11.557,3.051,0.53,-0.017,0.465,0.356,0.179
311,1,716.2118258283502,1,0,212,11.509,3.047,0.524,-0.065,0.642,0.25,0.108
311,2,895.9980993674008,1,0,201,11.343,3.065,0.537,-0.076,0.632,0.259,0.109
311,3,1232.305017276649,1,1,285,11.25,3.074,0.509,-0.179,0.642,0.249,0.109
311,4,1141.7970761923211,1,1,282,11.27,3.078,0.518,-0.157,0.635,0.241,0.124
312,1,717.2893339875518,1,0,574,11.286,3.002,0.524,0.113,0.76,0.115,0.125
312,2,936.4931941448469,1,0,569,11.272,2.946,0.522,0.151,0.759,0.121,0.12
312,3,1007.5999318832075,1,1,575,11.42,3.003,0.515,0.075,0.772,0.115,0.113
312,4,1052.2538038274013,1,1,591,11.426,3.051,0.513,0.013,0.782,0.112,0.107
313,1,894.1052292576428,1,0,1802,11.593,3.001,0.501,-0.124,0.603,0.306,0.091
313,2,976.0168937120354,1,0,1788,11.546,3.011,0.506,-0.075,0.605,0.309,0.087
313,3,1107.7307099454754,1,1,1788,11.452,2.997,0.502,-0.073,0.615,0.303,0.082
313,4,1337.6514886418258,1,1,1717,11.383,2.981,0.504,-0.082,0.624,0.298,0.078
314,1,894.9386464424331,0,0,539,10.96,2.985,0.605,0.41,0.436,0.434,0.13
314,2,1337.4050196376513,0,0,520,11.095,3.037,0.59,0.345,0.44,0.419,0.14
314,3,1350.7346191288639,0,1,492,11.048,3.067,0.583,0.316,0.423,0.447,0.13
314,4,1365.0891942129258,0,1,502,11.121,3.032,0.592,0.257,0.434,0.422,0.143
315,1,564.7675212996651,1,0,446,12.475,2.922,0.399,-0.705,0.854,0.085,0.061
315,2,691.1724693013869,1,0,421,12.374,2.931,0.416,-0.664,0.841,0.1,0.059
315,3,755.9272147462168,1,1,428,12.397,2.967,0.423,-0.617,0.841,0.096,0.063
315,4,865.0987813273371,1,1,420,12.434,2.986,0.429,-0.624,0.838,0.098,0.064
316,1,591.3433961401763,0,0,417,12.205,2.969,0.429,-0.519,0.765,0.134,0.101
316,2,664.1745904987057,0,0,491,12.403,2.953,0.409,-0.573,0.762,0.13,0.108
316,3,752.6105780997104,0,1,473,12.31,2.92,0.41,-0.577,0.767,0.135,0.097
316,4,895.8044387684363,0,1,455,12.261,2.938,0.409,-0.557,0.765,0.134,0.101
317,1,872.7148687146498,1,0,1201,11.484,2.966,0.57,0.156,0.417,0.47,0.113
317,2,999.7497812048543,1,0,1275,11.388,2.947,0.572,0.143,0.416,0.476,0.107
317,3,1120.7297039874366,1,1,1266,11.292,2.948,0.57,0.163,0.421,0.472,0.107
317,4,1418.7947148665921,1,1,1328,11.33,2.93,0.566,0.131,0.421,0.473,0.106
318,1,771.2926535385657,1,0,646,11.466,2.994,0.568,0.033,0.81,0.139,0.051
318,2,1015.0380633717176,1,0,640,11.547,2.978,0.575,0.053,0.803,0.144,0.053
318,3,1320.6910319980266,1,1,629,11.639,3.03,0.579,0.071,0.804,0.141,0.054
318,4,1440.103746450526,1,1,589,11.573,3.042,0.581,0.056,0.805,0.141,0.054
319,1,765.2259897923043,0,0,590,11.829,2.924,0.517,-0.089,0.547,0.275,0.178
319,2,982.2457923047452,0,0,561,11.87,2.92,0.512,-0.123,0.542,0.283,0.175
319,3,897.8935356877278,0,1,560,12.042,2.941,0.507,-0.144,0.536,0.295,0.17
319,4,1109.6011260317775,0,1,543,11.964,2.937,0.503,-0.191,0.53,0.295,0.175
320,1,830.0016384266681,0,0,644,11.284,2.893,0.526,-0.081,0.849,0.116,0.034
320,2,807.7931883491151,0,0,633,11.35,2.863,0.531,-0.122,0.852,0.12,0.028
320,3,918.5526427822564,0,1,661,11.446,2.811,0.531,-0.137,0.844,0.124,0.032
320,4,1091.7687304778863,0,1,669,11.478,2.75,0.508,-0.219,0.839,0.127,0.034
321,1,1108.836207795073,1,0,344,10.932,2.834,0.561,0.156,0.698,0.201,0.102
321,2,990.320687818988,1,0,312,11.036,2.84,0.587,0.164,0.686,0.215,0.099
321,3,1285.291791315816,1,1,304,10.883,2.78,0.579,0.139,0.684,0.217,0.099
321,4,1371.8489720401442,1,1,393,11.152,2.86,0.542,0.009,0.639,0.234,0.127
322,1,735.9671467767427,0,0,504,11.96,3.133,0.442,-0.429,0.806,0.141,0.054
322,2,840.3350913043182,0,0,541,11.856,3.111,0.46,-0.34,0.817,0.131,0.052
322,3,930.0197091264082,0,1,522,11.942,3.052,0.464,-0.339,0.818,0.13,0.052
322,4,1057.227109236339,0,1,501,11.956,3.108,0.469,-0.305,0.818,0.134,0.048
323,1,862.7268432453108,0,0,111,11.405,3.018,0.541,0.183,0.838,0.099,0.063
323,2,1025.3169268289566,0,0,119,11.082,3.042,0.521,0.085,0.866,0.084,0.05
323,3,1273.2703331123525,0,1,117,11.094,3.043,0.53,0.139,0.872,0.085,0.043
323,4,1244.5421061509373,0,1,114,11.14,3.096,0.509,0.014,0.86,0.079,0.061
324,1,725.2998782433673,1,0,181,11.143,2.917,0.552,0.29,0.762,0.177,0.061
324,2,914.5146062857665,1,0,179,11.231,2.978,0.553,0.26,0.754,0.179,0.067
324,3,964.6659309656527,1,1,181,11.529,3.011,0.564,0.259,0.735,0.182,0.083
324,4,1308.242720699449,1,1,168,11.494,3.018,0.548,0.258,0.726,0.185,0.089
325,1,1047.149420663684,0,0,1461,11.309,3.001,0.574,0.302,0.711,0.231,0.058
325,2,1149.829804661531,0,0,1487,11.387,2.997,0.567,0.24,0.712,0.231,0.057
325,3,1354.3721901782708,0,1,1459,11.452,3.001,0.553,0.137,0.709,0.231,0.06
325,4,1505.722656881982,0,1,1369,11.49,2.989,0.545,0.118,0.704,0.234,0.061
326,1,546.4061619800433,1,0,402,11.708,3.032,0.473,-0.378,0.881,0.077,0.042
326,2,731.2743056595205,1,0,427,11.585,3.112,0.504,-0.317,0.876,0.084,0.04
326,3,876.2139202531406,1,1,421,11.52,3.074,0.532,-0.272,0.886,0.083,0.031
326,4,967.0312230274027,1,1,408,11.565,3.096,0.534,-0.25,0.88,0.088,0.032
327,1,834.9286538160293,0,0,1059,11.894,3.006,0.439,-0.371,0.88,0.076,0.044
327,2,865.4704456698186,0,0,1067,11.908,3.017,0.439,-0.337,0.885,0.073,0.042
327,3,954.2083595415916,0,1,1082,11.83,3.034,0.453,-0.3,0.886,0.068,0.045
327,4,1113.132504502316,0,1,1091,11.683,3.06,0.46,-0.289,0.885,0.07,0.046
328,1,1267.3277805671084,0,0,417,11.007,3.127,0.559,0.228,0.671,0.266,0.062
328,2,1012.4035203478439,0,0,483,11.245,3.054,0.571,0.155,0.654,0.271,0.075
328,3,1358.3573277212388,0,1,486,11.166,3.051,0.568,0.064,0.66,0.267,0.072
328,4,1365.3038628622662,0,1,476,11.048,3.111,0.574,0.061,0.687,0.237,0.076
329,1,940.448805086085,0,0,526,11.247,2.975,0.572,0.226,0.829,0.122,0.049
329,2,1037.0690209010288,0,0,611,11.233,2.969,0.571,0.19,0.827,0.116,0.057
329,3,1300.2333120587482,0,1,596,11.382,2.993,0.547,0.103,0.826,0.111,0.064
329,4,1329.4164481627865,0,1,571,11.413,2.981,0.539,0.096,0.825,0.116,0.06
330,1,708.2785730331132,0,0,142,11.746,2.866,0.43,-0.352,0.669,0.239,0.092
330,2,611.2995487951648,0,0,155,11.649,2.8,0.439,-0.341,0.658,0.239,0.103
330,3,771.2646329119451,0,1,151,11.568,2.801,0.45,-0.309,0.649,0.238,0.113
330,4,1093.686878538536,0,1,146,11.507,2.822,0.466,-0.285,0.664,0.233,0.103
331,1,826.0519678989903,0,0,661,11.272,3.053,0.576,0.27,0.702,0.238,0.061
331,2,1151.5917566685678,0,0,688,11.427,3.039,0.568,0.188,0.701,0.241,0.058
331,3,1317.6724203497185,0,1,697,11.57,3.016,0.549,0.08,0.702,0.25,0.049
331,4,1391.784772737042,0,1,666,11.633,3.026,0.541,0.035,0.7,0.252,0.048
332,1,854.2149062613706,0,0,715,10.853,2.908,0.561,0.292,0.635,0.259,0.106
332,2,1055.5130883471602,0,0,734,10.881,2.895,0.553,0.282,0.64,0.256,0.104
332,3,1231.914379625123,0,1,739,10.984,2.94,0.535,0.237,0.648,0.256,0.096
332,4,1677.648162793954,0,1,725,10.962,2.923,0.552,0.221,0.643,0.258,0.099
333,1,882.2831531477482,1,0,114,11.415,3.219,0.561,0.131,0.711,0.263,0.026
333,2,1326.6008032387463,1,0,112,11.199,3.161,0.545,0.138,0.679,0.295,0.027
333,3,824.891769145239,1,1,119,11.271,3.168,0.546,0.083,0.697,0.277,0.025
333,4,997.828324016552,1,1,122,11.239,3.238,0.549,0.027,0.754,0.23,0.016
334,1,586.3896274616279,0,0,264,12.559,2.992,0.36,-0.938,0.644,0.314,0.042
334,2,581.9619483699786,0,0,251,12.39,3.004,0.359,-0.85,0.629,0.327,0.044
334,3,622.9380291203954,0,1,249,12.307,2.98,0.361,-0.858,0.639,0.309,0.052
334,4,750.8259924129298,0,1,240,12.089,3.05,0.379,-0.772,0.642,0.321,0.038
335,1,931.9354368254094,0,0,549,11.393,3.013,0.499,0.178,0.709,0.2,0.091
335,2,1002.6352408244246,0,0,531,11.562,3.013,0.492,0.15,0.718,0.196,0.087
335,3,1265.8935725795154,0,1,481,11.502,3.012,0.489,0.141,0.696,0.212,0.091
335,4,1331.1250304229156,0,1,466,11.592,3.03,0.487,0.076,0.693,0.208,0.099
336,1,863.6632178192997,1,0,307,11.235,2.948,0.564,0.121,0.573,0.244,0.182
336,2,1126.304904768389,1,0,345,10.918,2.933,0.586,0.195,0.562,0.229,0.209
336,3,1329.6079871887418,1,1,347,10.743,2.945,0.585,0.179,0.568,0.231,0.202
336,4,1446.7395753033209,1,1,359,11.082,2.928,0.563,0.027,0.543,0.262,0.195
337,1,827.6715996336187,0,0,777,11.476,3.008,0.55,0.161,0.786,0.163,0.05
337,2,983.7329159016294,0,0,772,11.436,2.999,0.538,0.118,0.78,0.165,0.056
337,3,1061.2399501293828,0,1,755,11.572,2.976,0.522,0.056,0.772,0.168,0.06
337,4,1177.2266797163936,0,1,755,11.601,2.991,0.522,0.05,0.768,0.177,0.054
338,1,840.3291213090944,0,0,495,10.928,3.103,0.628,0.457,0.655,0.196,0.149
338,2,1174.6534741943585,0,0,486,10.911,3.097,0.617,0.416,0.65,0.187,0.163
338,3,1424.7955425519297,0,1,501,11.216,3.086,0.605,0.338,0.647,0.18,0.174
338,4,1524.9286145820877,0,1,525,11.413,3.131,0.6,0.242,0.646,0.177,0.177
339,1,1079.7808254110735,0,0,616,10.962,3.031,0.615,0.488,0.471,0.331,0.198
339,2,1260.9939721140918,0,0,652,10.981,2.998,0.589,0.377,0.463,0.334,0.202
339,3,1614.632982182219,0,1,626,10.999,2.997,0.578,0.335,0.46,0.335,0.204
339,4,1834.7299616699079,0,1,585,10.936,3,0.568,0.28,0.465,0.33,0.205
340,1,562.3901117128213,0,0,102,11.178,3.049,0.539,0.185,0.608,0.343,0.049
340,2,791.8969968141291,0,0,96,11.196,3.052,0.542,0.221,0.604,0.344,0.052
340,3,974.3206584493153,0,1,104,10.973,3,0.5,0.166,0.577,0.337,0.087
340,4,1187.730165460607,0,1,109,11.047,3,0.459,0.049,0.569,0.358,0.073
341,1,753.3780176996299,0,0,475,11.668,2.994,0.568,0.093,0.705,0.2,0.095
341,2,967.792298875547,0,0,464,11.535,2.981,0.565,0.078,0.722,0.196,0.082
341,3,1222.379230771894,0,1,491,11.462,2.98,0.566,0.02,0.727,0.185,0.088
341,4,1472.0713788784124,0,1,492,11.493,3.045,0.537,-0.008,0.717,0.193,0.089
342,1,1070.4954130954586,0,0,238,12.056,3.008,0.508,-0.12,0.777,0.147,0.076
342,2,883.3380626916199,0,0,221,12.259,3.027,0.538,-0.128,0.769,0.145,0.086
342,3,1124.1802406836857,0,1,217,12.224,3.097,0.539,-0.108,0.765,0.152,0.083
342,4,1045.6455013333375,0,1,238,12.211,3.013,0.546,-0.127,0.79,0.147,0.063
343,1,830.8867432897229,1,0,463,10.975,2.832,0.618,0.397,0.691,0.251,0.058
343,2,1236.9729405710932,1,0,510,11.091,2.851,0.6,0.296,0.69,0.255,0.055
343,3,1125.5964086093609,1,1,589,10.891,2.869,0.594,0.245,0.701,0.244,0.054
343,4,1400.8845030813127,1,1,564,10.963,2.871,0.592,0.226,0.709,0.241,0.05
344,1,955.4698129547637,0,0,2283,11.292,3.029,0.545,0.078,0.707,0.21,0.082
344,2,1170.2454979175277,0,0,2238,11.329,3.012,0.541,0.069,0.708,0.21,0.082
344,3,1132.18039305643,0,1,2284,11.496,3.022,0.528,-0.031,0.707,0.211,0.082
344,4,1301.511090519295,0,1,2293,11.516,3.022,0.527,-0.062,0.706,0.208,0.086
345,1,754.2431517437693,0,0,984,11.84,3.044,0.46,-0.296,0.762,0.128,0.11
345,2,909.1405417602783,0,0,947,11.865,3.065,0.475,-0.276,0.755,0.131,0.114
345,3,888.4901558595341,0,1,956,11.864,3.079,0.479,-0.256,0.758,0.136,0.106
345,4,1033.004241795432,0,1,958,11.908,3.061,0.487,-0.239,0.753,0.141,0.106
346,1,779.135482545034,0,0,505,11.773,2.851,0.515,-0.009,0.687,0.246,0.067
346,2,940.8483113500686,0,0,551,11.814,2.891,0.508,-0.087,0.673,0.252,0.074
346,3,1247.6373762620824,0,1,539,11.704,2.872,0.523,-0.088,0.672,0.25,0.078
346,4,1160.5959917891191,0,1,519,11.639,2.873,0.536,-0.157,0.663,0.258,0.079
347,1,562.5704334682349,0,0,589,13.343,2.961,0.341,-1.092,0.766,0.177,0.058
347,2,544.2862392760192,0,0,594,13.349,2.944,0.354,-1.106,0.753,0.187,0.061
347,3,590.3472112307647,0,1,539,13.174,2.952,0.371,-1.043,0.75,0.195,0.056
347,4,780.8066605537883,0,1,558,12.848,3.018,0.394,-0.879,0.749,0.195,0.056
348,1,1089.5323987782006,0,0,550,11.518,2.949,0.489,-0.067,0.549,0.398,0.053
348,2,1026.4278336060622,0,0,543,11.457,2.956,0.505,0.026,0.551,0.401,0.048
348,3,972.6574371392386,0,1,545,11.622,2.974,0.497,-0,0.547,0.406,0.048
348,4,1074.7490857330704,0,1,564,11.413,2.966,0.493,-0.054,0.564,0.39,0.046
349,1,864.7957386030914,0,0,843,11.6,2.979,0.497,0,0.751,0.203,0.046
349,2,872.8480393254905,0,0,920,11.641,2.961,0.486,-0.084,0.755,0.201,0.043
349,3,1148.2205059894256,0,1,923,11.629,2.939,0.483,-0.103,0.758,0.197,0.044
349,4,1370.4270444630151,0,1,885,11.665,2.919,0.502,-0.122,0.758,0.197,0.045
350,1,978.1863115137344,0,0,434,11.352,3.138,0.571,0.203,0.94,0.046,0.014
350,2,1078.925053036143,0,0,420,11.323,3.105,0.569,0.202,0.938,0.048,0.014
350,3,1348.7674934147692,0,1,390,11.215,3.079,0.572,0.196,0.941,0.046,0.013
350,4,1454.3562632484704,0,1,384,11.275,3.091,0.547,0.126,0.935,0.052,0.013
351,1,918.8790457250799,0,0,186,11.12,2.828,0.586,0.256,0.651,0.242,0.108
351,2,1073.6048575089221,0,0,181,11.325,2.84,0.586,0.219,0.646,0.249,0.105
351,3,1814.2967226775986,0,1,240,11.322,2.883,0.571,0.173,0.642,0.258,0.1
351,4,1325.2686417717719,0,1,257,11.395,2.864,0.568,0.07,0.65,0.245,0.105
352,1,846.7754833969551,0,0,487,11.679,3.097,0.54,0.149,0.706,0.261,0.033
352,2,848.8996447776507,0,0,517,11.576,3.135,0.551,0.135,0.71,0.253,0.037
352,3,1088.7271051898229,0,1,515,11.54,3.14,0.536,0.069,0.72,0.25,0.029
352,4,1181.7541450366282,0,1,503,11.691,3.143,0.533,-0.02,0.726,0.25,0.024
353,1,922.993790253804,0,0,377,11.307,2.857,0.531,0.032,0.854,0.103,0.042
353,2,1013.1424558160713,0,0,375,11.267,2.845,0.525,0.03,0.832,0.123,0.045
353,3,1071.5442556963235,0,1,394,11.299,2.873,0.515,-0.039,0.82,0.129,0.051
353,4,1169.5756889981587,0,1,373,11.25,2.893,0.504,-0.05,0.81,0.137,0.054
354,1,956.4795830205304,0,0,151,11.352,3.007,0.517,0.055,0.848,0.066,0.086
354,2,1205.5308819151696,0,0,136,11.153,3.103,0.529,0.093,0.86,0.074,0.066
354,3,1433.8729074040214,0,1,139,11.165,3.029,0.525,0.123,0.871,0.065,0.065
354,4,1306.5981963914937,0,1,135,11.284,2.889,0.504,0.071,0.881,0.059,0.059
355,1,728.6635615436904,0,0,302,11.971,2.957,0.52,-0.135,0.315,0.44,0.245
355,2,724.0953561697695,0,0,364,11.683,2.984,0.519,-0.072,0.324,0.429,0.247
355,3,1110.1486368202927,0,1,372,11.71,2.973,0.556,-0.062,0.312,0.43,0.258
355,4,1246.8161420251906,0,1,397,11.527,3.01,0.574,-0.035,0.3,0.438,0.262
356,1,807.5280670465879,1,0,1310,11.479,2.94,0.489,-0.139,0.842,0.092,0.066
356,2,1016.2528125644664,1,0,1292,11.505,2.946,0.487,-0.143,0.844,0.09,0.067
356,3,1145.6389688562874,1,1,1232,11.572,2.943,0.488,-0.161,0.846,0.088,0.066
356,4,1173.7100688088867,1,1,1218,11.601,2.974,0.485,-0.221,0.854,0.085,0.061
357,1,970.2430133025083,0,0,344,12.2,3.035,0.395,-0.63,0.765,0.163,0.073
357,2,675.9642732686792,0,0,311,12.027,3.013,0.415,-0.588,0.756,0.17,0.074
357,3,734.1054514655882,0,1,292,12.227,3.017,0.408,-0.573,0.753,0.171,0.075
357,4,852.1769906103766,0,1,298,12.153,3.003,0.409,-0.566,0.762,0.171,0.067
358,1,1039.9833421854155,1,0,175,11.01,2.834,0.543,0.268,0.526,0.417,0.057
358,2,1330.485846335818,1,0,178,10.931,2.837,0.534,0.206,0.466,0.455,0.079
358,3,1240.16333774934,1,1,181,10.781,2.84,0.53,0.142,0.481,0.431,0.088
358,4,1331.517035963272,1,1,175,10.879,2.823,0.554,0.053,0.491,0.411,0.097
359,1,1335.3068230435942,0,0,426,10.929,3.028,0.582,0.233,0.46,0.397,0.143
359,2,1161.1008989222375,0,0,412,10.921,3.036,0.57,0.185,0.461,0.386,0.153
359,3,1285.8235799974439,0,1,381,10.959,3.045,0.564,0.173,0.465,0.386,0.15
359,4,1471.6317289552183,0,1,429,11.159,3.037,0.538,0.006,0.487,0.361,0.152
360,1,923.1840924539028,0,0,338,11.989,3.115,0.482,-0.161,0.648,0.249,0.104
360,2,905.7710705731431,0,0,317,12.042,3.085,0.467,-0.137,0.644,0.262,0.095
360,3,1024.5061285683992,0,1,332,11.632,3.066,0.473,-0.09,0.657,0.256,0.087
360,4,1174.876505059699,0,1,371,11.829,3.043,0.472,-0.221,0.668,0.237,0.094
361,1,657.7705958555563,0,0,1371,11.825,3.08,0.475,-0.281,0.756,0.166,0.079
361,2,874.743874886279,0,0,1346,11.718,3.084,0.475,-0.27,0.762,0.16,0.078
361,3,1078.3345692226485,0,1,1349,11.688,3.08,0.475,-0.26,0.762,0.161,0.077
361,4,1192.0528153765654,0,1,1332,11.658,3.038,0.471,-0.249,0.765,0.163,0.072
362,1,897.9134360672115,0,0,562,11.727,3.016,0.527,-0.026,0.639,0.274,0.087
362,2,1198.8599328003486,0,0,536,11.812,3.05,0.532,-0.018,0.664,0.254,0.082
362,3,1030.6281630974306,0,1,572,11.877,3.021,0.53,-0.049,0.657,0.26,0.082
362,4,1210.3964524412736,0,1,591,11.79,3.015,0.536,-0.041,0.672,0.257,0.071
363,1,995.0925068836043,0,0,361,10.712,3.017,0.579,0.505,0.479,0.341,0.18
363,2,1168.793459186509,0,0,356,10.664,3.034,0.573,0.479,0.486,0.331,0.183
363,3,1301.632070185488,0,1,335,10.716,3.128,0.564,0.454,0.472,0.337,0.191
363,4,1532.9098985330688,0,1,347,10.883,3.124,0.568,0.358,0.476,0.343,0.182
364,1,783.729396116792,0,0,267,11.629,3.004,0.509,0.087,0.764,0.195,0.041
364,2,930.4974196224873,0,0,273,11.855,3.062,0.516,0.063,0.758,0.201,0.04
364,3,1158.760506017754,0,1,269,12.124,3.074,0.528,0.022,0.747,0.212,0.041
364,4,1240.6909085379784,0,1,270,12.087,3.011,0.493,-0.103,0.748,0.207,0.044
365,1,1063.7020795932701,0,0,465,11.761,2.931,0.533,0.024,0.675,0.265,0.06
365,2,871.9714322691578,0,0,466,11.639,2.899,0.532,0,0.689,0.258,0.054
365,3,901.97367207075,0,1,469,11.6,2.947,0.533,-0.015,0.674,0.273,0.053
365,4,1243.569892164094,0,1,451,11.629,2.993,0.545,-0.005,0.678,0.264,0.058
366,1,1016.3649101541948,0,0,951,11.598,3.007,0.557,0.192,0.717,0.169,0.114
366,2,1008.6195188628604,0,0,1016,11.568,2.997,0.551,0.145,0.719,0.171,0.109
366,3,1134.2385240269816,0,1,1063,11.545,2.994,0.538,0.059,0.711,0.175,0.114
366,4,1269.0885690987398,0,1,1065,11.633,2.981,0.531,0.036,0.716,0.17,0.114
367,1,747.5208980438196,1,0,527,11.407,2.922,0.575,0.155,0.704,0.106,0.19
367,2,961.7077570897684,1,0,510,11.395,2.92,0.565,0.164,0.692,0.108,0.2
367,3,1372.137011414693,1,1,494,11.3,2.941,0.559,0.149,0.68,0.115,0.204
367,4,1568.9210620917977,1,1,476,11.307,2.918,0.54,0.072,0.702,0.111,0.187
368,1,616.1185325038967,1,0,78,11.894,3.026,0.667,0.336,0.705,0.256,0.038
368,2,1176.4916695667573,1,0,130,11.629,3.138,0.592,0.177,0.746,0.223,0.031
368,3,1298.594094957633,1,1,129,11.518,3.116,0.574,0.161,0.752,0.217,0.031
368,4,965.2681151006192,1,1,150,11.752,3.127,0.52,-0.092,0.753,0.2,0.047
369,1,1111.0877249953583,0,0,985,10.767,2.985,0.611,0.419,0.781,0.135,0.084
369,2,1229.3170468439737,0,0,994,10.841,2.947,0.605,0.389,0.78,0.137,0.084
369,3,1518.1531953921199,0,1,963,10.965,2.947,0.594,0.304,0.787,0.135,0.078
369,4,1519.3227438813578,0,1,983,10.99,2.937,0.584,0.22,0.776,0.142,0.081
370,1,988.9501089576377,0,0,1140,11.117,3.018,0.597,0.434,0.58,0.183,0.237
